train_id;wagon_id;arrival_time;length;is_loaded;needs_retrofit;Track
T1;W01;2025-01-01T00:00:00+00:00;15.0;False;True;collection
T1;W02;2025-01-01T00:00:00+00:00;13.0;False;True;collection
T1;W03;2025-01-01T00:00:00+00:00;15.0;False;True;collection
T1;W04;2025-01-01T00:00:00+00:00;15.0;False;True;collection
T1;W05;2025-01-01T00:00:00+00:00;17.0;False;True;collection
T1;W06;2025-01-01T00:00:00+00:00;15.0;False;True;collection
T1;W07;2025-01-01T00:00:00+00:00;15.0;False;True;collection
T1;W08;2025-01-01T00:00:30+00:00;15.0;False;True;collection
T1;W09;2025-01-01T00:00:30+00:00;13.0;False;True;collection
T1;W10;2025-01-01T00:00:30+00:00;15.0;False;True;collection
T1;W11;2025-01-01T00:00:30+00:00;15.0;False;False;collection
T1;W12;2025-01-01T00:00:30+00:00;17.0;False;True;collection
T1;W13;2025-01-01T00:00:30+00:00;15.0;False;True;collection
T1;W14;2025-01-01T00:00:30+00:00;15.0;False;True;collection
