timestamp,datetime,resource_id,resource_type,state,train_id,batch_id,rejection_reason
360.0,2025-12-01T06:00:00+00:00,W0001,wagon,arrived,T1,,
360.0,2025-12-01T06:00:00+00:00,W0002,wagon,arrived,T1,,
360.0,2025-12-01T06:00:00+00:00,W0003,wagon,arrived,T1,,
360.0,2025-12-01T06:00:00+00:00,W0004,wagon,arrived,T1,,
360.0,2025-12-01T06:00:00+00:00,W0005,wagon,arrived,T1,,
360.0,2025-12-01T06:00:00+00:00,W0006,wagon,arrived,T1,,
360.0,2025-12-01T06:00:00+00:00,LOCO_01,locomotive,moving,,,
420.0,2025-12-01T07:00:00+00:00,LOCO_01,locomotive,assigned,,,
433.0,2025-12-01T07:13:00+00:00,LOCO_01,locomotive,moving,,,
433.0,2025-12-01T07:13:00+00:00,W0001,wagon,moving,,,
433.0,2025-12-01T07:13:00+00:00,W0002,wagon,moving,,,
433.0,2025-12-01T07:13:00+00:00,W0003,wagon,moving,,,
433.0,2025-12-01T07:13:00+00:00,W0004,wagon,moving,,,
433.0,2025-12-01T07:13:00+00:00,W0005,wagon,moving,,,
433.0,2025-12-01T07:13:00+00:00,W0006,wagon,moving,,,
493.0,2025-12-01T08:13:00+00:00,W0001,wagon,queued,,,
493.0,2025-12-01T08:13:00+00:00,W0002,wagon,queued,,,
493.0,2025-12-01T08:13:00+00:00,W0003,wagon,queued,,,
493.0,2025-12-01T08:13:00+00:00,W0004,wagon,queued,,,
493.0,2025-12-01T08:13:00+00:00,W0005,wagon,queued,,,
493.0,2025-12-01T08:13:00+00:00,W0006,wagon,queued,,,
495.0,2025-12-01T08:15:00+00:00,LOCO_02,locomotive,moving,,,
495.0,2025-12-01T08:15:00+00:00,LOCO_03,locomotive,moving,,,
495.0,2025-12-01T08:15:00+00:00,LOCO_04,locomotive,moving,,,
503.0,2025-12-01T08:23:00+00:00,LOCO_02,locomotive,moving,,,
503.0,2025-12-01T08:23:00+00:00,W0001,wagon,moving,,,
503.0,2025-12-01T08:23:00+00:00,W0002,wagon,moving,,,
503.0,2025-12-01T08:23:00+00:00,LOCO_03,locomotive,moving,,,
503.0,2025-12-01T08:23:00+00:00,W0003,wagon,moving,,,
503.0,2025-12-01T08:23:00+00:00,W0004,wagon,moving,,,
503.0,2025-12-01T08:23:00+00:00,LOCO_04,locomotive,moving,,,
503.0,2025-12-01T08:23:00+00:00,W0005,wagon,moving,,,
503.0,2025-12-01T08:23:00+00:00,W0006,wagon,moving,,,
508.0,2025-12-01T08:28:00+00:00,W0001,wagon,in_workshop,,,
508.0,2025-12-01T08:28:00+00:00,W0002,wagon,in_workshop,,,
508.0,2025-12-01T08:28:00+00:00,W0003,wagon,in_workshop,,,
508.0,2025-12-01T08:28:00+00:00,W0004,wagon,in_workshop,,,
508.0,2025-12-01T08:28:00+00:00,W0005,wagon,in_workshop,,,
508.0,2025-12-01T08:28:00+00:00,W0006,wagon,in_workshop,,,
514.0,2025-12-01T08:34:00+00:00,W0001,wagon,in_workshop,,,
514.0,2025-12-01T08:34:00+00:00,W0002,wagon,in_workshop,,,
514.0,2025-12-01T08:34:00+00:00,W0003,wagon,in_workshop,,,
514.0,2025-12-01T08:34:00+00:00,W0004,wagon,in_workshop,,,
514.0,2025-12-01T08:34:00+00:00,W0005,wagon,in_workshop,,,
514.0,2025-12-01T08:34:00+00:00,W0006,wagon,in_workshop,,,
514.0,2025-12-01T08:34:00+00:00,LOCO_02,locomotive,moving,,,
514.0,2025-12-01T08:34:00+00:00,LOCO_03,locomotive,moving,,,
514.0,2025-12-01T08:34:00+00:00,LOCO_04,locomotive,moving,,,
526.0,2025-12-01T08:46:00+00:00,LOCO_01,locomotive,moving,,,
574.0,2025-12-01T09:34:00+00:00,W0001,wagon,retrofitted,,,
574.0,2025-12-01T09:34:00+00:00,W0002,wagon,retrofitted,,,
574.0,2025-12-01T09:34:00+00:00,W0003,wagon,retrofitted,,,
574.0,2025-12-01T09:34:00+00:00,W0004,wagon,retrofitted,,,
574.0,2025-12-01T09:34:00+00:00,W0005,wagon,retrofitted,,,
574.0,2025-12-01T09:34:00+00:00,W0006,wagon,retrofitted,,,
574.5,2025-12-01T09:34:30+00:00,LOCO_02,locomotive,moving,,,
574.5,2025-12-01T09:34:30+00:00,LOCO_03,locomotive,moving,,,
574.5,2025-12-01T09:34:30+00:00,LOCO_04,locomotive,moving,,,
581.5,2025-12-01T09:41:30+00:00,LOCO_02,locomotive,moving,,,
581.5,2025-12-01T09:41:30+00:00,W0001,wagon,moving,,,
581.5,2025-12-01T09:41:30+00:00,W0002,wagon,moving,,,
581.5,2025-12-01T09:41:30+00:00,LOCO_03,locomotive,moving,,,
581.5,2025-12-01T09:41:30+00:00,W0003,wagon,moving,,,
581.5,2025-12-01T09:41:30+00:00,W0004,wagon,moving,,,
581.5,2025-12-01T09:41:30+00:00,LOCO_04,locomotive,moving,,,
581.5,2025-12-01T09:41:30+00:00,W0005,wagon,moving,,,
581.5,2025-12-01T09:41:30+00:00,W0006,wagon,moving,,,
586.5,2025-12-01T09:46:30+00:00,LOCO_02,locomotive,moving,,,
586.5,2025-12-01T09:46:30+00:00,LOCO_03,locomotive,moving,,,
586.5,2025-12-01T09:46:30+00:00,LOCO_04,locomotive,moving,,,
586.5,2025-12-01T09:46:30+00:00,LOCO_01,locomotive,assigned,,,
586.5,2025-12-01T09:46:30+00:00,LOCO_01,locomotive,moving,,,
595.5,2025-12-01T09:55:30+00:00,LOCO_01,locomotive,moving,,,
648.0,2025-12-01T10:48:00+00:00,LOCO_02,locomotive,moving,,,
648.0,2025-12-01T10:48:00+00:00,W0007,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0008,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0009,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0010,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0011,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0012,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0013,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0014,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0015,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0016,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0017,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0018,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0019,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0020,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0021,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0022,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0023,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0024,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0025,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0026,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0027,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0028,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0029,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0030,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0031,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0032,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0033,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0034,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0035,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0036,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0037,wagon,arrived,T2,,
648.0,2025-12-01T10:48:00+00:00,W0038,wagon,arrived,T2,,
661.0,2025-12-01T11:01:00+00:00,W0001,wagon,parked,,,
661.0,2025-12-01T11:01:00+00:00,W0002,wagon,parked,,,
661.0,2025-12-01T11:01:00+00:00,W0003,wagon,parked,,,
661.0,2025-12-01T11:01:00+00:00,W0004,wagon,parked,,,
661.0,2025-12-01T11:01:00+00:00,W0005,wagon,parked,,,
661.0,2025-12-01T11:01:00+00:00,W0006,wagon,parked,,,
661.0,2025-12-01T11:01:00+00:00,LOCO_01,locomotive,moving,,,
708.0,2025-12-01T11:48:00+00:00,LOCO_02,locomotive,assigned,,,
741.0,2025-12-01T12:21:00+00:00,LOCO_02,locomotive,moving,,,
741.0,2025-12-01T12:21:00+00:00,W0007,wagon,moving,,,
741.0,2025-12-01T12:21:00+00:00,W0008,wagon,moving,,,
741.0,2025-12-01T12:21:00+00:00,W0009,wagon,moving,,,
741.0,2025-12-01T12:21:00+00:00,W0010,wagon,moving,,,
741.0,2025-12-01T12:21:00+00:00,W0011,wagon,moving,,,
741.0,2025-12-01T12:21:00+00:00,W0012,wagon,moving,,,
741.0,2025-12-01T12:21:00+00:00,W0013,wagon,moving,,,
741.0,2025-12-01T12:21:00+00:00,W0014,wagon,moving,,,
741.0,2025-12-01T12:21:00+00:00,W0015,wagon,moving,,,
741.0,2025-12-01T12:21:00+00:00,W0016,wagon,moving,,,
741.0,2025-12-01T12:21:00+00:00,W0017,wagon,moving,,,
741.0,2025-12-01T12:21:00+00:00,W0018,wagon,moving,,,
741.0,2025-12-01T12:21:00+00:00,W0019,wagon,moving,,,
741.0,2025-12-01T12:21:00+00:00,W0020,wagon,moving,,,
741.0,2025-12-01T12:21:00+00:00,W0021,wagon,moving,,,
741.0,2025-12-01T12:21:00+00:00,W0022,wagon,moving,,,
801.0,2025-12-01T13:21:00+00:00,W0007,wagon,queued,,,
801.0,2025-12-01T13:21:00+00:00,W0008,wagon,queued,,,
801.0,2025-12-01T13:21:00+00:00,W0009,wagon,queued,,,
801.0,2025-12-01T13:21:00+00:00,W0010,wagon,queued,,,
801.0,2025-12-01T13:21:00+00:00,W0011,wagon,queued,,,
801.0,2025-12-01T13:21:00+00:00,W0012,wagon,queued,,,
801.0,2025-12-01T13:21:00+00:00,W0013,wagon,queued,,,
801.0,2025-12-01T13:21:00+00:00,W0014,wagon,queued,,,
801.0,2025-12-01T13:21:00+00:00,W0015,wagon,queued,,,
801.0,2025-12-01T13:21:00+00:00,W0016,wagon,queued,,,
801.0,2025-12-01T13:21:00+00:00,W0017,wagon,queued,,,
801.0,2025-12-01T13:21:00+00:00,W0018,wagon,queued,,,
801.0,2025-12-01T13:21:00+00:00,W0019,wagon,queued,,,
801.0,2025-12-01T13:21:00+00:00,W0020,wagon,queued,,,
801.0,2025-12-01T13:21:00+00:00,W0021,wagon,queued,,,
801.0,2025-12-01T13:21:00+00:00,W0022,wagon,queued,,,
803.0,2025-12-01T13:23:00+00:00,LOCO_03,locomotive,moving,,,
803.0,2025-12-01T13:23:00+00:00,LOCO_04,locomotive,moving,,,
803.0,2025-12-01T13:23:00+00:00,LOCO_01,locomotive,moving,,,
811.0,2025-12-01T13:31:00+00:00,LOCO_03,locomotive,moving,,,
811.0,2025-12-01T13:31:00+00:00,W0007,wagon,moving,,,
811.0,2025-12-01T13:31:00+00:00,W0008,wagon,moving,,,
811.0,2025-12-01T13:31:00+00:00,LOCO_04,locomotive,moving,,,
811.0,2025-12-01T13:31:00+00:00,W0009,wagon,moving,,,
811.0,2025-12-01T13:31:00+00:00,W0010,wagon,moving,,,
811.0,2025-12-01T13:31:00+00:00,LOCO_01,locomotive,moving,,,
811.0,2025-12-01T13:31:00+00:00,W0011,wagon,moving,,,
811.0,2025-12-01T13:31:00+00:00,W0012,wagon,moving,,,
816.0,2025-12-01T13:36:00+00:00,W0007,wagon,in_workshop,,,
816.0,2025-12-01T13:36:00+00:00,W0008,wagon,in_workshop,,,
816.0,2025-12-01T13:36:00+00:00,W0009,wagon,in_workshop,,,
816.0,2025-12-01T13:36:00+00:00,W0010,wagon,in_workshop,,,
816.0,2025-12-01T13:36:00+00:00,W0011,wagon,in_workshop,,,
816.0,2025-12-01T13:36:00+00:00,W0012,wagon,in_workshop,,,
822.0,2025-12-01T13:42:00+00:00,W0007,wagon,in_workshop,,,
822.0,2025-12-01T13:42:00+00:00,W0008,wagon,in_workshop,,,
822.0,2025-12-01T13:42:00+00:00,W0009,wagon,in_workshop,,,
822.0,2025-12-01T13:42:00+00:00,W0010,wagon,in_workshop,,,
822.0,2025-12-01T13:42:00+00:00,W0011,wagon,in_workshop,,,
822.0,2025-12-01T13:42:00+00:00,W0012,wagon,in_workshop,,,
822.0,2025-12-01T13:42:00+00:00,LOCO_03,locomotive,moving,,,
822.0,2025-12-01T13:42:00+00:00,LOCO_04,locomotive,moving,,,
822.0,2025-12-01T13:42:00+00:00,LOCO_01,locomotive,moving,,,
882.0,2025-12-01T14:42:00+00:00,W0007,wagon,retrofitted,,,
882.0,2025-12-01T14:42:00+00:00,W0008,wagon,retrofitted,,,
882.0,2025-12-01T14:42:00+00:00,W0009,wagon,retrofitted,,,
882.0,2025-12-01T14:42:00+00:00,W0010,wagon,retrofitted,,,
882.0,2025-12-01T14:42:00+00:00,W0011,wagon,retrofitted,,,
882.0,2025-12-01T14:42:00+00:00,W0012,wagon,retrofitted,,,
882.5,2025-12-01T14:42:30+00:00,LOCO_03,locomotive,moving,,,
882.5,2025-12-01T14:42:30+00:00,LOCO_04,locomotive,moving,,,
882.5,2025-12-01T14:42:30+00:00,LOCO_01,locomotive,moving,,,
889.5,2025-12-01T14:49:30+00:00,LOCO_03,locomotive,moving,,,
889.5,2025-12-01T14:49:30+00:00,W0007,wagon,moving,,,
889.5,2025-12-01T14:49:30+00:00,W0008,wagon,moving,,,
889.5,2025-12-01T14:49:30+00:00,LOCO_04,locomotive,moving,,,
889.5,2025-12-01T14:49:30+00:00,W0009,wagon,moving,,,
889.5,2025-12-01T14:49:30+00:00,W0010,wagon,moving,,,
889.5,2025-12-01T14:49:30+00:00,LOCO_01,locomotive,moving,,,
889.5,2025-12-01T14:49:30+00:00,W0011,wagon,moving,,,
889.5,2025-12-01T14:49:30+00:00,W0012,wagon,moving,,,
894.0,2025-12-01T14:54:00+00:00,LOCO_02,locomotive,moving,,,
894.5,2025-12-01T14:54:30+00:00,LOCO_03,locomotive,moving,,,
894.5,2025-12-01T14:54:30+00:00,LOCO_04,locomotive,moving,,,
894.5,2025-12-01T14:54:30+00:00,LOCO_01,locomotive,moving,,,
899.0,2025-12-01T14:59:00+00:00,LOCO_02,locomotive,assigned,,,
899.0,2025-12-01T14:59:00+00:00,LOCO_02,locomotive,moving,,,
899.5,2025-12-01T14:59:30+00:00,LOCO_03,locomotive,moving,,,
901.5,2025-12-01T15:01:30+00:00,LOCO_04,locomotive,moving,,,
901.5,2025-12-01T15:01:30+00:00,LOCO_01,locomotive,moving,,,
908.0,2025-12-01T15:08:00+00:00,LOCO_02,locomotive,moving,,,
909.5,2025-12-01T15:09:30+00:00,LOCO_04,locomotive,moving,,,
909.5,2025-12-01T15:09:30+00:00,W0013,wagon,moving,,,
909.5,2025-12-01T15:09:30+00:00,W0014,wagon,moving,,,
909.5,2025-12-01T15:09:30+00:00,LOCO_01,locomotive,moving,,,
909.5,2025-12-01T15:09:30+00:00,W0015,wagon,moving,,,
909.5,2025-12-01T15:09:30+00:00,W0016,wagon,moving,,,
914.5,2025-12-01T15:14:30+00:00,W0013,wagon,in_workshop,,,
914.5,2025-12-01T15:14:30+00:00,W0014,wagon,in_workshop,,,
914.5,2025-12-01T15:14:30+00:00,W0015,wagon,in_workshop,,,
914.5,2025-12-01T15:14:30+00:00,W0016,wagon,in_workshop,,,
920.5,2025-12-01T15:20:30+00:00,W0013,wagon,in_workshop,,,
920.5,2025-12-01T15:20:30+00:00,W0014,wagon,in_workshop,,,
920.5,2025-12-01T15:20:30+00:00,W0015,wagon,in_workshop,,,
920.5,2025-12-01T15:20:30+00:00,W0016,wagon,in_workshop,,,
920.5,2025-12-01T15:20:30+00:00,LOCO_04,locomotive,moving,,,
920.5,2025-12-01T15:20:30+00:00,LOCO_01,locomotive,moving,,,
927.5,2025-12-01T15:27:30+00:00,LOCO_04,locomotive,moving,,,
935.5,2025-12-01T15:35:30+00:00,LOCO_04,locomotive,moving,,,
935.5,2025-12-01T15:35:30+00:00,W0017,wagon,moving,,,
935.5,2025-12-01T15:35:30+00:00,W0018,wagon,moving,,,
936.0,2025-12-01T15:36:00+00:00,W0062,wagon,rejected,T3,,No Retrofit Needed
936.0,2025-12-01T15:36:00+00:00,W0039,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0040,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0041,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0042,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0043,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0044,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0045,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0046,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0047,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0048,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0049,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0050,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0051,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0052,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0053,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0054,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0055,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0056,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0057,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0058,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0059,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0060,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0061,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0063,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0064,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,W0065,wagon,arrived,T3,,
936.0,2025-12-01T15:36:00+00:00,LOCO_01,locomotive,moving,,,
940.5,2025-12-01T15:40:30+00:00,W0017,wagon,in_workshop,,,
940.5,2025-12-01T15:40:30+00:00,W0018,wagon,in_workshop,,,
946.5,2025-12-01T15:46:30+00:00,W0017,wagon,in_workshop,,,
946.5,2025-12-01T15:46:30+00:00,W0018,wagon,in_workshop,,,
946.5,2025-12-01T15:46:30+00:00,LOCO_04,locomotive,moving,,,
959.5,2025-12-01T15:59:30+00:00,LOCO_03,locomotive,assigned,,,
973.5,2025-12-01T16:13:30+00:00,W0007,wagon,parked,,,
973.5,2025-12-01T16:13:30+00:00,W0008,wagon,parked,,,
973.5,2025-12-01T16:13:30+00:00,W0009,wagon,parked,,,
973.5,2025-12-01T16:13:30+00:00,W0010,wagon,parked,,,
973.5,2025-12-01T16:13:30+00:00,W0011,wagon,parked,,,
973.5,2025-12-01T16:13:30+00:00,W0012,wagon,parked,,,
973.5,2025-12-01T16:13:30+00:00,LOCO_02,locomotive,moving,,,
980.5,2025-12-01T16:20:30+00:00,W0013,wagon,retrofitted,,,
980.5,2025-12-01T16:20:30+00:00,W0014,wagon,retrofitted,,,
980.5,2025-12-01T16:20:30+00:00,W0015,wagon,retrofitted,,,
980.5,2025-12-01T16:20:30+00:00,W0016,wagon,retrofitted,,,
981.0,2025-12-01T16:21:00+00:00,LOCO_04,locomotive,moving,,,
988.0,2025-12-01T16:28:00+00:00,LOCO_04,locomotive,moving,,,
988.0,2025-12-01T16:28:00+00:00,W0013,wagon,moving,,,
988.0,2025-12-01T16:28:00+00:00,W0014,wagon,moving,,,
990.5,2025-12-01T16:30:30+00:00,LOCO_03,locomotive,moving,,,
990.5,2025-12-01T16:30:30+00:00,W0023,wagon,moving,,,
990.5,2025-12-01T16:30:30+00:00,W0024,wagon,moving,,,
990.5,2025-12-01T16:30:30+00:00,W0025,wagon,moving,,,
990.5,2025-12-01T16:30:30+00:00,W0026,wagon,moving,,,
990.5,2025-12-01T16:30:30+00:00,W0027,wagon,moving,,,
990.5,2025-12-01T16:30:30+00:00,W0028,wagon,moving,,,
990.5,2025-12-01T16:30:30+00:00,W0029,wagon,moving,,,
990.5,2025-12-01T16:30:30+00:00,W0030,wagon,moving,,,
990.5,2025-12-01T16:30:30+00:00,W0031,wagon,moving,,,
990.5,2025-12-01T16:30:30+00:00,W0032,wagon,moving,,,
990.5,2025-12-01T16:30:30+00:00,W0033,wagon,moving,,,
990.5,2025-12-01T16:30:30+00:00,W0034,wagon,moving,,,
990.5,2025-12-01T16:30:30+00:00,W0035,wagon,moving,,,
990.5,2025-12-01T16:30:30+00:00,W0036,wagon,moving,,,
990.5,2025-12-01T16:30:30+00:00,W0037,wagon,moving,,,
993.0,2025-12-01T16:33:00+00:00,LOCO_04,locomotive,moving,,,
996.0,2025-12-01T16:36:00+00:00,LOCO_01,locomotive,assigned,,,
998.0,2025-12-01T16:38:00+00:00,LOCO_04,locomotive,moving,,,
1005.0,2025-12-01T16:45:00+00:00,LOCO_04,locomotive,moving,,,
1005.0,2025-12-01T16:45:00+00:00,W0015,wagon,moving,,,
1005.0,2025-12-01T16:45:00+00:00,W0016,wagon,moving,,,
1006.5,2025-12-01T16:46:30+00:00,W0017,wagon,retrofitted,,,
1006.5,2025-12-01T16:46:30+00:00,W0018,wagon,retrofitted,,,
1010.0,2025-12-01T16:50:00+00:00,LOCO_04,locomotive,moving,,,
1015.0,2025-12-01T16:55:00+00:00,LOCO_01,locomotive,moving,,,
1015.0,2025-12-01T16:55:00+00:00,W0056,wagon,moving,,,
1015.0,2025-12-01T16:55:00+00:00,W0057,wagon,moving,,,
1015.0,2025-12-01T16:55:00+00:00,W0058,wagon,moving,,,
1015.0,2025-12-01T16:55:00+00:00,W0059,wagon,moving,,,
1015.0,2025-12-01T16:55:00+00:00,W0060,wagon,moving,,,
1015.0,2025-12-01T16:55:00+00:00,W0061,wagon,moving,,,
1015.0,2025-12-01T16:55:00+00:00,W0063,wagon,moving,,,
1015.0,2025-12-01T16:55:00+00:00,W0064,wagon,moving,,,
1015.0,2025-12-01T16:55:00+00:00,W0065,wagon,moving,,,
1017.0,2025-12-01T16:57:00+00:00,LOCO_04,locomotive,moving,,,
1025.0,2025-12-01T17:05:00+00:00,LOCO_04,locomotive,moving,,,
1025.0,2025-12-01T17:05:00+00:00,W0019,wagon,moving,,,
1025.0,2025-12-01T17:05:00+00:00,W0020,wagon,moving,,,
1030.0,2025-12-01T17:10:00+00:00,W0019,wagon,in_workshop,,,
1030.0,2025-12-01T17:10:00+00:00,W0020,wagon,in_workshop,,,
1033.5,2025-12-01T17:13:30+00:00,LOCO_02,locomotive,moving,,,
1036.0,2025-12-01T17:16:00+00:00,W0019,wagon,in_workshop,,,
1036.0,2025-12-01T17:16:00+00:00,W0020,wagon,in_workshop,,,
1036.0,2025-12-01T17:16:00+00:00,LOCO_04,locomotive,moving,,,
1040.5,2025-12-01T17:20:30+00:00,LOCO_02,locomotive,moving,,,
1040.5,2025-12-01T17:20:30+00:00,W0017,wagon,moving,,,
1040.5,2025-12-01T17:20:30+00:00,W0018,wagon,moving,,,
1043.0,2025-12-01T17:23:00+00:00,LOCO_04,locomotive,moving,,,
1045.5,2025-12-01T17:25:30+00:00,LOCO_02,locomotive,moving,,,
1050.5,2025-12-01T17:30:30+00:00,W0023,wagon,queued,,,
1050.5,2025-12-01T17:30:30+00:00,W0024,wagon,queued,,,
1050.5,2025-12-01T17:30:30+00:00,W0025,wagon,queued,,,
1050.5,2025-12-01T17:30:30+00:00,W0026,wagon,queued,,,
1050.5,2025-12-01T17:30:30+00:00,W0027,wagon,queued,,,
1050.5,2025-12-01T17:30:30+00:00,W0028,wagon,queued,,,
1050.5,2025-12-01T17:30:30+00:00,W0029,wagon,queued,,,
1050.5,2025-12-01T17:30:30+00:00,W0030,wagon,queued,,,
1050.5,2025-12-01T17:30:30+00:00,W0031,wagon,queued,,,
1050.5,2025-12-01T17:30:30+00:00,W0032,wagon,queued,,,
1050.5,2025-12-01T17:30:30+00:00,W0033,wagon,queued,,,
1050.5,2025-12-01T17:30:30+00:00,W0034,wagon,queued,,,
1050.5,2025-12-01T17:30:30+00:00,W0035,wagon,queued,,,
1050.5,2025-12-01T17:30:30+00:00,W0036,wagon,queued,,,
1050.5,2025-12-01T17:30:30+00:00,W0037,wagon,queued,,,
1050.5,2025-12-01T17:30:30+00:00,LOCO_02,locomotive,assigned,,,
1050.5,2025-12-01T17:30:30+00:00,LOCO_02,locomotive,moving,,,
1051.0,2025-12-01T17:31:00+00:00,LOCO_04,locomotive,moving,,,
1051.0,2025-12-01T17:31:00+00:00,W0021,wagon,moving,,,
1051.0,2025-12-01T17:31:00+00:00,W0022,wagon,moving,,,
1056.0,2025-12-01T17:36:00+00:00,W0021,wagon,in_workshop,,,
1056.0,2025-12-01T17:36:00+00:00,W0022,wagon,in_workshop,,,
1058.5,2025-12-01T17:38:30+00:00,LOCO_02,locomotive,moving,,,
1062.0,2025-12-01T17:42:00+00:00,W0021,wagon,in_workshop,,,
1062.0,2025-12-01T17:42:00+00:00,W0022,wagon,in_workshop,,,
1062.0,2025-12-01T17:42:00+00:00,LOCO_04,locomotive,moving,,,
1069.0,2025-12-01T17:49:00+00:00,LOCO_04,locomotive,moving,,,
1075.0,2025-12-01T17:55:00+00:00,W0056,wagon,queued,,,
