train_id;wagon_id;arrival_time;length;is_loaded;needs_retrofit;Track
T1;W01;2025-12-01T00:00:00+00:00;15.0;False;True;collection
T1;W02;2025-12-01T00:00:00+00:00;20.0;False;True;collection
T1;W03;2025-12-01T00:00:00+00:00;25.0;False;True;collection
T1;W04;2025-12-01T00:00:00+00:00;15.0;False;True;collection
T1;W05;2025-12-01T00:00:00+00:00;27.0;False;True;collection
T1;W06;2025-12-01T00:00:00+00:00;15.0;False;True;collection
T1;W07;2025-12-01T00:00:00+00:00;20.0;False;True;collection
T2;W08;2025-12-01T00:10:00+00:00;15.0;False;True;collection
T2;W09;2025-12-01T00:10:00+00:00;13.0;False;True;collection
T2;W10;2025-12-01T00:10:00+00:00;15.0;False;True;collection
T2;W12;2025-12-01T00:10:00+00:00;17.0;False;True;collection
T2;W13;2025-12-01T00:10:00+00:00;15.0;False;True;collection
T2;W14;2025-12-01T00:10:00+00:00;15.0;False;True;collection
T3;W07;2025-12-01T00:00:00+00:00;20.0;False;True;collection
T3;W08;2025-12-01T00:11:00+00:00;15.0;False;True;collection
T3;W09;2025-12-01T00:11:00+00:00;13.0;False;True;collection
T3;W10;2025-12-01T00:11:00+00:00;15.0;False;True;collection
T3;W12;2025-12-01T00:11:00+00:00;17.0;False;True;collection
T3;W13;2025-12-01T00:11:00+00:00;15.0;False;True;collection
T3;W14;2025-12-01T00:11:00+00:00;15.0;False;True;collection
